participant_id;word;response;trial_order;response_order;rt;age;gender;other_languages
427482;cavallo;ors;7;response3;157706,20000000301;19;female;bergamasque, english, french
460911;cavallo;kravitzer;3;response3;88345,70000000299;23;male;english
180274;cavallo;frikon;2;response1;93896,30000001191;20;female;english, spanish
475244;cavallo;crunez;0;response3;94167,30000001191;20;female;english
936425;cavallo;hoftstrube;10;response2;49543,50000000000;21;female;english, french
803184;cavallo;heimendel;5;response2;90843,00000000000;20;NA;english, spanish
113612;cavallo;horsen;6;response1;34323,00000000000;22;female;english
174973;cavallo;dastroff;4;response1;4025070,60000000009;21;male;english
768043;cavallo;casbaghen;4;response2;103557,30000000101;19;male;english
451437;cavallo;horsten;3;response3;63844,50000000000;19;female;english, spanish
533249;cavallo;ors;6;response2;43564,90000000600;20;male;english, french
82936;cavallo;schuval;0;response1;106057,30000019100;21;female;english, french, spanish
602920;cavallo;ipentolo;8;response1;33723,70000004770;21;male;english, spanish
533249;cavallo;honse;6;response3;43564,90000000600;20;male;english, french
832546;cavallo;casvec;1;response1;43870,79999998210;20;female;spanish
430167;cavallo;hanch;9;response2;172204,00000000000;19;female;english, french, spanish
460911;cavallo;drubek;3;response2;88345,70000000299;23;male;english
460911;cavallo;katrusten;3;response1;88345,70000000299;23;male;english
823319;cavallo;brugel;0;response2;161358,50000000000;19;female;english
467222;cavallo;hippegen;4;response1;71810,09999999400;19;female;english, spanish
557299;cavallo;ducher;6;response3;39965,69999980930;19;female;english
557299;cavallo;kesn;6;response1;39965,69999980930;19;female;english
447093;cavallo;dasce;5;response3;26077,50000000000;21;male;english, french
629179;cavallo;kamont;4;response1;150613,60000002399;21;female;english
849437;cavallo;heibtengen;9;response2;69136,30000001191;19;female;english, french
849437;cavallo;wieschon;9;response1;69136,30000001191;19;female;english, french
683415;cavallo;darten;3;response1;82474,30000019071;19;female;english
946492;cavallo;melonten;7;response2;80318,00000000000;19;female;english
770388;cavallo;valle;0;response3;34255,90000000010;19;female;english
284147;cavallo;asko;10;response1;17628,00000000010;21;female;english
284147;cavallo;ummo;10;response3;17628,00000000010;21;female;english
365106;cavallo;falgelen;0;response2;195884,20000000001;19;female;english
115250;cavallo;horstag;7;response3;35532,00000000000;19;female;english, latin, spanish
470341;cavallo;wilin;11;response2;30722,00000000000;21;female;english, spanish
82936;cavallo;schavassen;0;response3;106057,30000019100;21;female;english, french, spanish
968251;cavallo;brailen;2;response1;47698,00000000000;20;female;english, french, spanish
705169;cavallo;ellau;2;response1;10777,00000000000;20;female;english
968251;cavallo;wroprenz;2;response3;47698,00000000000;20;female;english, french, spanish
447093;cavallo;borz;5;response1;26077,50000000000;21;male;english, french
909160;cavallo;horsen;7;response1;16244,20000000000;21;female;none
602920;cavallo;kzthinto;8;response2;33723,70000004770;21;male;english, spanish
678079;cavallo;vagen;7;response1;27129,39999999850;19;female;english
573518;cavallo;zukin;0;response1;20572,50000000000;20;female;english
794698;cavallo;chaesenghern;3;response3;494682,80000000098;19;female;english
936425;cavallo;brunner;10;response3;49543,50000000000;21;female;english, french
174973;cavallo;heinder;4;response3;4025070,60000000009;21;male;english
550028;cavallo;horsten;6;response3;37718,00000000000;23;NA;english, spanish
607637;cavallo;pomul;4;response2;121682,09999999400;20;male;english, french, spanish
770450;cavallo;korsen;3;response1;62468,30000000000;19;female;english
768043;cavallo;zencan;4;response1;103557,30000000101;19;male;english
849437;cavallo;kasteschon;9;response3;69136,30000001191;19;female;english, french
135443;cavallo;ross;3;response2;22186,10000038150;20;female;none
719959;cavallo;hinki;10;response3;30729,00000000000;19;male;english, spanish
427482;cavallo;hors;7;response1;157706,20000000301;19;female;bergamasque, english, french
766052;cavallo;calventz;11;response3;66794,80000007150;20;male;english
470341;cavallo;wurdemail;11;response1;30722,00000000000;21;female;english, spanish
174973;cavallo;gechmann;4;response2;4025070,60000000009;21;male;english
498767;cavallo;dullac;10;response1;22458,00000000000;21;female;english
770450;cavallo;vellek;3;response2;62468,30000000000;19;female;english
862212;cavallo;bhugtouwen;10;response1;42077,89999985690;21;female;english, french
24556;cavallo;krinee;0;response1;234707,00000000000;19;female;english
166415;cavallo;berd;9;response3;28102,90000000010;19;female;albanian, english, french
115250;cavallo;schwartz;7;response1;35532,00000000000;19;female;english, latin, spanish
430167;cavallo;sekt;9;response1;172204,00000000000;19;female;english, french, spanish
24556;cavallo;kalltz;0;response3;234707,00000000000;19;female;english
115250;cavallo;schienden;7;response2;35532,00000000000;19;female;english, latin, spanish
770450;cavallo;kavel;3;response3;62468,30000000000;19;female;english
809330;cavallo;horsen;10;response2;19049,00000000010;21;female;english
809330;cavallo;crausen;10;response1;19049,00000000010;21;female;english
683415;cavallo;volghen;3;response3;82474,30000019071;19;female;english
82936;cavallo;skevalle;0;response2;106057,30000019100;21;female;english, french, spanish
467222;cavallo;spewurst;4;response2;71810,09999999400;19;female;english, spanish
683415;cavallo;tarkzen;3;response2;82474,30000019071;19;female;english
770388;cavallo;cavai;0;response2;34255,90000000010;19;female;english
832546;cavallo;caterscor;1;response2;43870,79999998210;20;female;spanish
823319;cavallo;kartz;0;response1;161358,50000000000;19;female;english
759150;cavallo;cavalken;9;response1;31284,30000001190;20;female;english, spanish
550028;cavallo;horden;6;response2;37718,00000000000;23;NA;english, spanish
135443;cavallo;pony;3;response1;22186,10000038150;20;female;none
533249;cavallo;orsen;6;response1;43564,90000000600;20;male;english, french
759150;cavallo;cavallonk;9;response3;31284,30000001190;20;female;english, spanish
750782;cavallo;viennem;3;response3;21148,60000002380;20;female;english, french
750782;cavallo;druter;3;response2;21148,60000002380;20;female;english, french
766052;cavallo;fortensch;11;response2;66794,80000007150;20;male;english
759150;cavallo;cavatchen;9;response2;31284,30000001190;20;female;english, spanish
427482;cavallo;horss;7;response2;157706,20000000301;19;female;bergamasque, english, french
750782;cavallo;dructen;3;response1;21148,60000002380;20;female;english, french
770388;cavallo;cavallen;0;response1;34255,90000000010;19;female;english
809330;cavallo;huissen;10;response3;19049,00000000010;21;female;english
272170;chiave;zorrex;4;response2;128403,00000000000;20;female;english, spanish
734905;chiave;ghienscher;9;response1;23964,90000003580;25;female;english
178669;chiave;kaiver;1;response2;60651,60000002380;24;male;english
936410;chiave;cirechac;7;response3;27278,69999999930;22;male;english
69205;chiave;carrelv;0;response2;40796,79999995230;19;female;english, spanish
272170;chiave;kraven;4;response1;128403,00000000000;20;female;english, spanish
74172;chiave;keyschen;10;response1;40008,80000019070;19;female;none
756343;chiave;sciglok;1;response3;285354,29999999999;20;female;english
486709;chiave;kevey;4;response1;88408,00000000000;20;female;english, spanish
678940;chiave;cleudorz;4;response1;37588,50000000000;19;female;english
760400;chiave;kekam;5;response3;35257,00000000000;19;female;english
95325;chiave;kaizef;11;response1;65846,60000000009;21;female;english
979648;chiave;ditchiass;8;response2;27248,59999990460;20;female;english
645773;chiave;klavenh;9;response2;51608,00000000000;19;female;english, french, spanish
908705;chiave;schunsel;0;response2;66178,70000004770;41;male;english
149475;chiave;lazernen;8;response1;68775,30000001191;19;female;english, french
486709;chiave;uotvo;4;response3;88408,00000000000;20;female;english, spanish
160288;chiave;kiavh;3;response2;115567,00000000000;21;female;english
865548;chiave;klaven;3;response2;445316,50000000000;22;female;spanish
652860;chiave;porteoffer;7;response3;78490,60000000150;33;female;none
865548;chiave;kloss;3;response3;445316,50000000000;22;female;spanish
757568;chiave;wesentliche;11;response3;52320,30000114440;19;female;english
594987;chiave;setzai;2;response3;183383,40000009499;19;female;english
652860;chiave;lockter;7;response2;78490,60000000150;33;female;none
339400;chiave;ezuterberg;3;response3;71623,10000038150;19;female;english
178669;chiave;gogler;1;response3;60651,60000002380;24;male;english
509857;chiave;gerz;0;response3;315644,19999998802;27;female;english
453362;chiave;crekeden;8;response3;51477,29999995230;19;female;english
979648;chiave;kiolisen;8;response3;27248,59999990460;20;female;english
756343;chiave;kiassen;1;response1;285354,29999999999;20;female;english
936410;chiave;qrenz;7;response2;27278,69999999930;22;male;english
498518;chiave;klenz;4;response2;12364,19999998810;20;female;english
558871;chiave;khevt;7;response2;26595,89999997620;20;female;english
509857;chiave;cliken;0;response2;315644,19999998802;27;female;english
154789;chiave;kervel;11;response1;20183,70000004770;19;female;none
660329;chiave;chieski;8;response1;28090,00000000000;20;female;english
594987;chiave;kai;2;response2;183383,40000009499;19;female;english
97012;chiave;kakf;8;response1;33739,00000000000;23;female;english, spanish
678940;chiave;plender;4;response2;37588,50000000000;19;female;english
498518;chiave;kunz;4;response3;12364,19999998810;20;female;english
558871;chiave;kievt;7;response1;26595,89999997620;20;female;english
69205;chiave;kavenz;0;response1;40796,79999995230;19;female;english, spanish
339400;chiave;pothenzer;3;response1;71623,10000038150;19;female;english
486709;chiave;crytou;4;response2;88408,00000000000;20;female;english, spanish
260250;chiave;figil;9;response3;19393,40000009540;25;male;english, french
241058;chiave;porthenfusen;4;response3;64252,29999995230;20;female;english, spanish
272170;chiave;grutz;4;response3;128403,00000000000;20;female;english, spanish
154789;chiave;nvurtul;11;response2;20183,70000004770;19;female;none
95325;chiave;cuggen;11;response2;65846,60000000009;21;female;english
865548;chiave;klosen;3;response1;445316,50000000000;22;female;spanish
498518;chiave;klasch;4;response1;12364,19999998810;20;female;english
756343;chiave;abuerder;1;response2;285354,29999999999;20;female;english
414592;chiave;trugen;11;response3;56275,40000000040;45;female;english
339400;chiave;sehraton;3;response2;71623,10000038150;19;female;english
558871;chiave;khelt;7;response3;26595,89999997620;20;female;english
414592;chiave;breinen;11;response2;56275,40000000040;45;female;english
453362;chiave;polsh;8;response1;51477,29999995230;19;female;english
979648;chiave;iulia;8;response1;27248,59999990460;20;female;english
74958;chiave;fermen;0;response2;50817,00000000000;46;male;english, french
453362;chiave;kraven;8;response2;51477,29999995230;19;female;english
634231;chiave;dienef;5;response2;37163,90000000600;19;female;english
293400;chiave;wasdiman;1;response2;45931,00000000000;21;female;english, french
933294;chiave;bhorteme;5;response3;15565,00000000000;20;male;english, french
634231;chiave;kret;5;response1;37163,90000000600;19;female;english
69205;chiave;cavenzis;0;response3;40796,79999995230;19;female;english, spanish
264771;chiave;kieven;3;response3;94840,59999999400;19;female;english
874117;chiave;poskel;0;response3;25031,20000004770;19;male;english, french, spanish
652860;chiave;kay;7;response1;78490,60000000150;33;female;none
235784;chiave;kvazen;3;response1;38728,00000000000;19;female;english, french
697648;chiave;kartein;2;response1;49030,89999997620;18;female;english, french, greek, latin
734905;chiave;zweizwer;9;response3;23964,90000003580;25;female;english
671665;chiave;klaven;9;response1;21126,20000004770;19;female;english
57543;chiave;klaven;3;response1;36301,00000000000;21;female;english, french, spanish
936410;chiave;polsdt;7;response1;27278,69999999930;22;male;english
57543;chiave;klaverseun;3;response2;36301,00000000000;21;female;english, french, spanish
789134;chiave;schakev;11;response3;73788,59999990460;20;female;english
509857;chiave;rotaten;0;response1;315644,19999998802;27;female;english
540074;chiave;fosten;6;response3;43307,00000000010;19;female;english, russian, spanish
945365;chiave;zattener;2;response2;26915,40000009540;19;female;none
906037;chiave;krill;1;response1;37126,00000000000;20;male;english
241058;chiave;clav;4;response2;64252,29999995230;20;female;english, spanish
847378;chiave;ofriand;9;response1;33217,80000000070;21;female;english
57543;chiave;kierzen;3;response3;36301,00000000000;21;female;english, french, spanish
908705;chiave;kruben;0;response1;66178,70000004770;41;male;english
74958;chiave;kay;0;response3;50817,00000000000;46;male;english, french
74958;chiave;kiven;0;response1;50817,00000000000;46;male;english, french
178669;chiave;hanner;1;response1;60651,60000002380;24;male;english
671665;chiave;kenten;9;response3;21126,20000004770;19;female;english
933294;chiave;putra;5;response2;15565,00000000000;20;male;english, french
933294;chiave;atherf;5;response1;15565,00000000000;20;male;english, french
293400;chiave;keipen;1;response3;45931,00000000000;21;female;english, french
887276;chiave;kaur;2;response2;45532,70000000020;20;female;english
645773;chiave;ckhiew;9;response1;51608,00000000000;19;female;english, french, spanish
264771;chiave;kvaven;3;response1;94840,59999999400;19;female;english
264771;chiave;keven;3;response2;94840,59999999400;19;female;english
660329;chiave;evankro;8;response2;28090,00000000000;20;female;english
994381;chiave;meisse;11;response2;39167,30000001190;25;male;english
280558;chiave;apst;9;response2;17882,89999985690;19;female;english
154789;chiave;lumopi;11;response3;20183,70000004770;19;female;none
671665;chiave;klaew;9;response2;21126,20000004770;19;female;english
241058;chiave;hendermalmen;4;response1;64252,29999995230;20;female;english, spanish
757568;chiave;zentrale;11;response2;52320,30000114440;19;female;english
945365;chiave;duttereiten;2;response3;26915,40000009540;19;female;none
97012;chiave;slaff;8;response3;33739,00000000000;23;female;english, spanish
874117;chiave;kratzen;0;response1;25031,20000004770;19;male;english, french, spanish
417207;chiave;flamie;0;response3;64747,30000007150;20;female;english, french
417207;chiave;cufir;0;response2;64747,30000007150;20;female;english, french
757568;chiave;schlussel;11;response1;52320,30000114440;19;female;english
671050;chiave;grisust;1;response2;36937,80000001190;19;male;none
235784;chiave;vake;3;response3;38728,00000000000;19;female;english, french
594987;chiave;apreis;2;response1;183383,40000009499;19;female;english
734905;chiave;fruitnertit;9;response2;23964,90000003580;25;female;english
333688;chiave;locchen;4;response3;26805,00000000000;20;female;english, spanish
697648;chiave;scheifle;2;response3;49030,89999997620;18;female;english, french, greek, latin
95325;chiave;ghiattez;11;response3;65846,60000000009;21;female;english
789134;chiave;kentral;11;response2;73788,59999990460;20;female;english
760400;chiave;khistav;5;response2;35257,00000000000;19;female;english
417207;chiave;klusv;0;response1;64747,30000007150;20;female;english, french
887276;chiave;kiussel;2;response3;45532,70000000020;20;female;english
293400;chiave;trieman;1;response1;45931,00000000000;21;female;english, french
874117;chiave;verkten;0;response2;25031,20000004770;19;male;english, french, spanish
905870;chiave;skuress;5;response2;36487,80000000070;19;female;english
645773;chiave;kiuwenfh;9;response3;51608,00000000000;19;female;english, french, spanish
908705;chiave;mibacht;0;response3;66178,70000004770;41;male;english
280558;chiave;apren;9;response1;17882,89999985690;19;female;english
97012;chiave;houscha;8;response2;33739,00000000000;23;female;english, spanish
149475;chiave;kasben;8;response2;68775,30000001191;19;female;english, french
149475;chiave;likenz;8;response3;68775,30000001191;19;female;english, french
74172;chiave;kashchen;10;response3;40008,80000019070;19;female;none
74172;chiave;clanken;10;response2;40008,80000019070;19;female;none
676441;chiave;cieve;1;response1;18236,80000000450;22;male;english, french, spanish
280558;chiave;anst;9;response3;17882,89999985690;19;female;english
748501;chiave;kenschlus;4;response1;61097,90000000600;19;male;english, russian
678940;chiave;scaurtden;4;response3;37588,50000000000;19;female;english
976930;chiave;volusty;9;response3;56246,79999995230;19;female;english
905870;chiave;koer;5;response1;36487,80000000070;19;female;english
906037;chiave;wunenbard;1;response2;37126,00000000000;20;male;english
260250;chiave;kiez;9;response1;19393,40000009540;25;male;english, french
789134;chiave;eisem;11;response1;73788,59999990460;20;female;english
333688;chiave;murtekk;4;response2;26805,00000000000;20;female;english, spanish
634231;chiave;echamen;5;response3;37163,90000000600;19;female;english
676441;chiave;treven;1;response3;18236,80000000450;22;male;english, french, spanish
160288;chiave;ciav;3;response3;115567,00000000000;21;female;english
887276;chiave;kiuv;2;response1;45532,70000000020;20;female;english
660329;chiave;keive;8;response3;28090,00000000000;20;female;english
260250;chiave;cavilet;9;response2;19393,40000009540;25;male;english, french
976930;chiave;cutz;9;response1;56246,79999995230;19;female;english
906037;chiave;troist;1;response3;37126,00000000000;20;male;english
748501;chiave;tangest;4;response3;61097,90000000600;19;male;english, russian
138008;chiave;pasken;4;response1;54592,00000000000;19;female;english, spanish
540074;chiave;resten;6;response1;43307,00000000010;19;female;english, russian, spanish
671050;chiave;presten;1;response3;36937,80000001190;19;male;none
138008;chiave;serwek;4;response3;54592,00000000000;19;female;english, spanish
748501;chiave;esenker;4;response2;61097,90000000600;19;male;english, russian
697648;chiave;wart;2;response2;49030,89999997620;18;female;english, french, greek, latin
671050;chiave;klarsten;1;response1;36937,80000001190;19;male;none
945365;chiave;clossken;2;response1;26915,40000009540;19;female;none
994381;chiave;enterch;11;response3;39167,30000001190;25;male;english
792870;chiave;dirt;11;response1;24245,89999999990;19;female;english
540074;chiave;lucik;6;response2;43307,00000000010;19;female;english, russian, spanish
847378;chiave;kroisse;9;response3;33217,80000000070;21;female;english
994381;chiave;sert;11;response1;39167,30000001190;25;male;english
160288;chiave;loche;3;response1;115567,00000000000;21;female;english
976930;chiave;clabeshtein;9;response2;56246,79999995230;19;female;english
676441;chiave;frina;1;response2;18236,80000000450;22;male;english, french, spanish
138008;chiave;kiezen;4;response2;54592,00000000000;19;female;english, spanish
235784;chiave;sakenn;3;response2;38728,00000000000;19;female;english, french
760400;chiave;kagem;5;response1;35257,00000000000;19;female;english
414592;chiave;kiet;11;response1;56275,40000000040;45;female;english
333688;chiave;cherten;4;response1;26805,00000000000;20;female;english, spanish
792870;chiave;circk;11;response2;24245,89999999990;19;female;english
905870;chiave;opert;5;response3;36487,80000000070;19;female;english
792870;chiave;vridet;11;response3;24245,89999999990;19;female;english
847378;chiave;neprout;9;response2;33217,80000000070;21;female;english
260250;cucchiaio;chiummo;11;response3;18152,59999990460;25;male;english, french
417207;cucchiaio;cuscio;6;response2;29866,70000004770;20;female;english, french
660329;cucchiaio;cuzzaf;4;response1;40975,00000000000;20;female;english
260250;cucchiaio;futriz;11;response1;18152,59999990460;25;male;english, french
272170;cucchiaio;zerept;1;response3;63898,00000000000;20;female;english, spanish
97012;cucchiaio;vuchetal;2;response3;31562,00000000000;23;female;english, spanish
936410;cucchiaio;circoletz;9;response3;51612,59999999960;22;male;english
994381;cucchiaio;karchol;6;response1;49133,79999998210;25;male;english
908705;cucchiaio;schulze;4;response3;57226,10000002380;41;male;english
74172;cucchiaio;krunken;0;response1;40628,20000028610;19;female;none
260250;cucchiaio;potriag;11;response2;18152,59999990460;25;male;english, french
979648;cucchiaio;costinzen;11;response2;61200,00000000000;20;female;english
671665;cucchiaio;kaenth;10;response3;16473,20000004770;19;female;english
57543;cucchiaio;zurgeschen;0;response2;87361,50000000000;21;female;english, french, spanish
652860;cucchiaio;porech;3;response2;81121,79999999701;33;female;none
272170;cucchiaio;krochex;1;response2;63898,00000000000;20;female;english, spanish
74958;cucchiaio;kuiker;4;response3;49243,20000028610;46;male;english, french
789134;cucchiaio;kukaio;1;response3;126331,09999990500;20;female;english
178669;cucchiaio;kopfer;0;response2;79018,80000001191;24;male;english
74172;cucchiaio;cusken;0;response2;40628,20000028610;19;female;none
757568;cucchiaio;loffel;5;response1;27266,39999961850;19;female;english
979648;cucchiaio;gutterten;11;response1;61200,00000000000;20;female;english
908705;cucchiaio;broth;4;response2;57226,10000002380;41;male;english
652860;cucchiaio;spoonen;3;response3;81121,79999999701;33;female;none
57543;cucchiaio;kenzen;0;response3;87361,50000000000;21;female;english, french, spanish
178669;cucchiaio;kruzler;0;response1;79018,80000001191;24;male;english
498518;cucchiaio;bunten;2;response3;15758,30000001190;20;female;english
734905;cucchiaio;fruscherut;11;response1;35580,00000000000;25;female;english
671665;cucchiaio;kuske;10;response2;16473,20000004770;19;female;english
293400;cucchiaio;vowehn;5;response3;161873,50000000000;21;female;english, french
293400;cucchiaio;kugelschon;5;response1;161873,50000000000;21;female;english, french
760400;cucchiaio;polko;7;response2;24308,00000000000;19;female;english
594987;cucchiaio;cuckle;11;response1;93987,40000009540;19;female;english
936410;cucchiaio;sdukern;9;response2;51612,59999999960;22;male;english
339400;cucchiaio;taghuter;5;response1;58745,30000114440;19;female;english
789134;cucchiaio;holzloffel;1;response1;126331,09999990500;20;female;english
453362;cucchiaio;cucnetz;1;response3;91362,39999985691;19;female;english
417207;cucchiaio;zimbro;6;response3;29866,70000004770;20;female;english, french
414592;cucchiaio;trainfen;7;response1;56536,00000000000;45;female;english
676441;cucchiaio;coklen;6;response3;35560,39999999850;22;male;english, french, spanish
697648;cucchiaio;offeil;1;response3;34849,09999996420;18;female;english, french, greek, latin
293400;cucchiaio;striebahn;5;response2;161873,50000000000;21;female;english, french
734905;cucchiaio;viondreil;11;response3;35580,00000000000;25;female;english
74958;cucchiaio;manlen;4;response2;49243,20000028610;46;male;english, french
486709;cucchiaio;vloxon;3;response3;64607,00000000000;20;female;english, spanish
97012;cucchiaio;kerfett;2;response1;31562,00000000000;23;female;english, spanish
789134;cucchiaio;offel;1;response2;126331,09999990500;20;female;english
264771;cucchiaio;kuken;0;response2;69262,89999999110;19;female;english
594987;cucchiaio;khoio;11;response2;93987,40000009540;19;female;english
417207;cucchiaio;klakkio;6;response1;29866,70000004770;20;female;english, french
945365;cucchiaio;colpetter;10;response2;21863,00000000000;19;female;none
272170;cucchiaio;broffen;1;response1;63898,00000000000;20;female;english, spanish
138008;cucchiaio;kuccew;8;response3;44860,10000038150;19;female;english, spanish
945365;cucchiaio;succidertingher;10;response3;21863,00000000000;19;female;none
558871;cucchiaio;krofen;1;response2;131684,70000001800;20;female;english
734905;cucchiaio;glunchteroil;11;response2;35580,00000000000;25;female;english
756343;cucchiaio;zuppencener;5;response3;98183,39999999991;20;female;english
865548;cucchiaio;spanen;9;response1;78687,89999997620;22;female;spanish
908705;cucchiaio;esveldelf;4;response1;57226,10000002380;41;male;english
678940;cucchiaio;grandervir;2;response3;51287,29999998210;19;female;english
936410;cucchiaio;ungeil;9;response1;51612,59999999960;22;male;english
945365;cucchiaio;muliticaler;10;response1;21863,00000000000;19;female;none
792870;cucchiaio;kunct;7;response1;23928,90000000040;19;female;english
333688;cucchiaio;cucckern;3;response1;38084,79999923710;20;female;english, spanish
414592;cucchiaio;pointram;7;response3;56536,00000000000;45;female;english
149475;cucchiaio;kontin;7;response1;31003,20000004770;19;female;english, french
178669;cucchiaio;guker;0;response3;79018,80000001191;24;male;english
57543;cucchiaio;kurgeren;0;response1;87361,50000000000;21;female;english, french, spanish
676441;cucchiaio;cortuke;6;response1;35560,39999999850;22;male;english, french, spanish
756343;cucchiaio;solber;5;response2;98183,39999999991;20;female;english
498518;cucchiaio;tziven;2;response2;15758,30000001190;20;female;english
540074;cucchiaio;mastolen;8;response2;29193,00000000000;19;female;english, russian, spanish
887276;cucchiaio;aiok;3;response3;127517,39999999999;20;female;english
264771;cucchiaio;kuknen;0;response1;69262,89999999110;19;female;english
792870;cucchiaio;fredz;7;response3;23928,90000000040;19;female;english
994381;cucchiaio;gastum;6;response3;49133,79999998210;25;male;english
241058;cucchiaio;kuklamen;5;response3;24944,70000004770;20;female;english, spanish
333688;cucchiaio;parpenter;3;response2;38084,79999923710;20;female;english, spanish
414592;cucchiaio;kellim;7;response2;56536,00000000000;45;female;english
138008;cucchiaio;sparweek;8;response1;44860,10000038150;19;female;english, spanish
671665;cucchiaio;kukhen;10;response1;16473,20000004770;19;female;english
138008;cucchiaio;rotewenk;8;response2;44860,10000038150;19;female;english, spanish
558871;cucchiaio;kruven;1;response1;131684,70000001800;20;female;english
697648;cucchiaio;kurl;1;response1;34849,09999996420;18;female;english, french, greek, latin
69205;cucchiaio;tastblerst;11;response3;70479,90000009540;19;female;english, spanish
74172;cucchiaio;cutkanken;0;response3;40628,20000028610;19;female;none
906037;cucchiaio;kancheldoff;2;response1;27188,00000000000;20;male;english
760400;cucchiaio;kakamen;7;response3;24308,00000000000;19;female;english
486709;cucchiaio;ervoy;3;response2;64607,00000000000;20;female;english, spanish
757568;cucchiaio;teeloffel;5;response3;27266,39999961850;19;female;english
498518;cucchiaio;kunkzen;2;response1;15758,30000001190;20;female;english
339400;cucchiaio;mesthornez;5;response3;58745,30000114440;19;female;english
149475;cucchiaio;pobzin;7;response3;31003,20000004770;19;female;english, french
149475;cucchiaio;linktin;7;response2;31003,20000004770;19;female;english, french
280558;cucchiaio;roicht;11;response2;24812,79999995230;19;female;english
333688;cucchiaio;artamen;3;response3;38084,79999923710;20;female;english, spanish
634231;cucchiaio;kustnof;0;response3;39033,20000001790;19;female;english
540074;cucchiaio;anfon;8;response1;29193,00000000000;19;female;english, russian, spanish
634231;cucchiaio;curzon;0;response2;39033,20000001790;19;female;english
235784;cucchiaio;cukenz;1;response3;28205,79999999980;19;female;english, french
678940;cucchiaio;cuscerz;2;response2;51287,29999998210;19;female;english
160288;cucchiaio;punanem;8;response3;57339,80000000070;21;female;english
748501;cucchiaio;gistalti;3;response3;64033,69999998810;19;male;english, russian
339400;cucchiaio;espletong;5;response2;58745,30000114440;19;female;english
453362;cucchiaio;craverken;1;response2;91362,39999985691;19;female;english
154789;cucchiaio;munith;10;response3;29230,30000007150;19;female;none
95325;cucchiaio;cuzen;0;response2;121349,89999999999;21;female;english
676441;cucchiaio;occiut;6;response2;35560,39999999850;22;male;english, french, spanish
905870;cucchiaio;kurtofel;6;response3;54567,09999999780;19;female;english
976930;cucchiaio;vonky;5;response1;71790,20000004770;19;female;english
69205;cucchiaio;caschsholisterst;11;response2;70479,90000009540;19;female;english, spanish
887276;cucchiaio;cuk;3;response1;127517,39999999999;20;female;english
74958;cucchiaio;spone;4;response1;49243,20000028610;46;male;english, french
678940;cucchiaio;portzum;2;response1;51287,29999998210;19;female;english
865548;cucchiaio;kukisch;9;response2;78687,89999997620;22;female;spanish
652860;cucchiaio;spelt;3;response1;81121,79999999701;33;female;none
671050;cucchiaio;turustost;2;response2;56841,39999997620;19;male;none
154789;cucchiaio;subfel;10;response2;29230,30000007150;19;female;none
748501;cucchiaio;kentan;3;response2;64033,69999998810;19;male;english, russian
979648;cucchiaio;kuffrest;11;response3;61200,00000000000;20;female;english
634231;cucchiaio;katzen;0;response1;39033,20000001790;19;female;english
95325;cucchiaio;kuoffen;0;response3;121349,89999999999;21;female;english
847378;cucchiaio;weintar;7;response3;70479,59999999960;21;female;english
976930;cucchiaio;schrandul;5;response3;71790,20000004770;19;female;english
976930;cucchiaio;ztunk;5;response2;71790,20000004770;19;female;english
509857;cucchiaio;glusken;11;response2;65013,50000000000;27;female;english
235784;cucchiaio;kenken;1;response2;28205,79999999980;19;female;english, french
645773;cucchiaio;cuken;11;response1;50077,79999999700;19;female;english, french, spanish
906037;cucchiaio;fondel;2;response3;27188,00000000000;20;male;english
757568;cucchiaio;el;5;response2;27266,39999961850;19;female;english
792870;cucchiaio;pirk;7;response2;23928,90000000040;19;female;english
453362;cucchiaio;cucker;1;response1;91362,39999985691;19;female;english
160288;cucchiaio;humbargen;8;response1;57339,80000000070;21;female;english
760400;cucchiaio;kekerm;7;response1;24308,00000000000;19;female;english
847378;cucchiaio;rankourt;7;response2;70479,59999999960;21;female;english
933294;cucchiaio;luncheter;11;response3;16070,69999980930;20;male;english, french
280558;cucchiaio;repennen;11;response1;24812,79999995230;19;female;english
509857;cucchiaio;zuppsken;11;response1;65013,50000000000;27;female;english
69205;cucchiaio;parstholfoier;11;response1;70479,90000009540;19;female;english, spanish
540074;cucchiaio;henzen;8;response3;29193,00000000000;19;female;english, russian, spanish
558871;cucchiaio;krotcken;1;response3;131684,70000001800;20;female;english
645773;cucchiaio;korckem;11;response2;50077,79999999700;19;female;english, french, spanish
486709;cucchiaio;airco;3;response1;64607,00000000000;20;female;english, spanish
241058;cucchiaio;shorf;5;response2;24944,70000004770;20;female;english, spanish
264771;cucchiaio;kukin;0;response3;69262,89999999110;19;female;english
154789;cucchiaio;ciusnel;10;response1;29230,30000007150;19;female;none
95325;cucchiaio;gluzen;0;response1;121349,89999999999;21;female;english
645773;cucchiaio;khummfork;11;response3;50077,79999999700;19;female;english, french, spanish
933294;cucchiaio;muntherviato;11;response2;16070,69999980930;20;male;english, french
847378;cucchiaio;kunteirt;7;response1;70479,59999999960;21;female;english
756343;cucchiaio;chunchilien;5;response1;98183,39999999991;20;female;english
874117;cucchiaio;trekse;1;response2;20664,79999995230;19;male;english, french, spanish
874117;cucchiaio;cruken;1;response1;20664,79999995230;19;male;english, french, spanish
509857;cucchiaio;miskwurten;11;response3;65013,50000000000;27;female;english
